0 1:-2.1237	2:-2.7127	3:-0.31581	4:-0.40339	
0 1:-15.1166	2:-49.6436	3:-18.0934	4:-59.4196	
0 1:-5.3011	2:-13.1745	3:-9.0494	4:-22.4903	
0 1:-2525.508	2:-7029.0658	3:-2525.8789	4:-7030.0981	
0 1:-58.1179	2:-31.6556	3:-51.9332	4:-28.2869	
0 1:3314.8832	2:5297.6666	3:-33.6479	4:-53.7743	
0 1:-1702.7368	2:-11117.5372	3:-1703.6073	4:-11123.2211	
0 1:-99.5072	2:-556.2058	3:-101.476	4:-567.2102	
0 1:-24.1499	2:-78.9628	3:-22.5742	4:-73.8108	
0 1:-37.6615	2:-67.1237	3:-42.3911	4:-75.5532	
0 1:-1944.37	2:-13934.1123	3:-1946.1076	4:-13946.5649	
0 1:-14.3826	2:-40.2429	3:-13.931	4:-38.9793	
0 1:3416.7206	2:8732.0162	3:-10.6781	4:-27.2896	
0 1:-7.6807	2:-42.3298	3:-7.515	4:-41.4168	
0 1:-5001.157	2:-13413.8319	3:-5001.1576	4:-13413.8335	
0 1:3309.8946	2:9903.9797	3:-33.5306	4:-100.3315	
0 1:-8.654	2:-16.0391	3:2133.3826	4:3953.9703	
0 1:-9.1738	2:-76.3107	3:-8.5175	4:-70.8512	
0 1:-4.168	2:-8.92	3:-8.2001	4:-17.5492	
0 1:-66.3401	2:-421.2503	3:-66.4608	4:-422.017	
0 1:-11.9515	2:-80.372	3:-18.3495	4:-123.3975	
0 1:-3226.6197	2:-39317.8005	3:-3226.6642	4:-39318.3427	
0 1:6251.9819	2:6226.1667	3:-58.7297	4:-58.4872	
0 1:-22.3101	2:-42.9887	3:-21.3997	4:-41.2345	
0 1:-0.76865	2:-0.68176	3:-3.6172	4:-3.2083	
0 1:-2952.9034	2:-29967.4794	3:-2952.5669	4:-29964.0644	
0 1:-0.0093571	2:-38.3464	3:-0.0090422	4:-37.056	
0 1:-34.2579	2:-75.1432	3:-37.219	4:-81.6382	
0 1:-14.9971	2:-30.1597	3:-15.1114	4:-30.3896	
0 1:-11.7821	2:-37.7396	3:-12.3265	4:-39.4833	
0 1:-80.1209	2:-22.3453	3:-78.4302	4:-21.8737	
0 1:-9.704	2:-19.6209	3:-9.849	4:-19.9142	
0 1:-34.282	2:-308.5622	3:1295.8905	4:11663.9413	
0 1:-13.4542	2:-16.1979	3:-14.318	4:-17.2379	
0 1:-30.5842	2:-38.4612	3:-30.3054	4:-38.1106	
0 1:-1.6463	2:-4.8901	3:-1.5748	4:-4.6777	
0 1:-73.1755	2:-72.5427	3:-69.8775	4:-69.2733	
0 1:-204.3248	2:-102.7432	3:8400.3489	4:4224.0514	
0 1:-12.3753	2:-5.5983	3:-15.3447	4:-6.9416	
0 1:-142.293	2:-255.4247	3:-172.1463	4:-309.0132	
0 1:-27.7716	2:-67.8398	3:-28.1972	4:-68.8793	
0 1:-9.8212	2:-23.2485	3:-9.5262	4:-22.5502	
0 1:-28.0022	2:-133.4175	3:-27.5685	4:-131.3509	
0 1:-18.6983	2:-26.9256	3:-16.9997	4:-24.4796	
0 1:828.1545	2:14546.5856	3:-20.583	4:-361.5419	
0 1:-2305.8539	2:-18064.1789	3:-2305.3633	4:-18060.3351	
0 1:-15.6211	2:-3.9673	3:-32725.7109	4:-8311.2917	
0 1:-105.96	2:-320.943	3:4210.5164	4:12753.2594	
0 1:-20.5645	2:-40.0303	3:-20.8576	4:-40.6007	
0 1:-15.9194	2:-66.3164	3:-19.9188	4:-82.9766	
0 1:-72.8896	2:-248.5105	3:-75.0822	4:-255.986	
0 1:-121.7891	2:-78.1474	3:-124.5637	4:-79.9277	
0 1:-100.9041	2:-37.4268	3:-100.4088	4:-37.2431	
0 1:-19.5933	2:-26.2403	3:-21.8238	4:-29.2274	
0 1:-2440.8121	2:-13363.0072	3:-2443.3466	4:-13376.8833	
0 1:-1.637	2:-8.4477	3:-2.2203	4:-11.4581	
0 1:-5.7196	2:-35.1043	3:-5.6757	4:-34.8346	
0 1:-31.2117	2:-128.4533	3:-33.7222	4:-138.7858	
0 1:-201.7609	2:-319.5336	3:-195.8307	4:-310.1419	
0 1:-20.5414	2:-52.7309	3:-20.5699	4:-52.8039	
0 1:-15.2962	2:-58.3286	3:2474.6174	4:9436.4098	
0 1:-8.5825	2:-51.6672	3:-7.7801	4:-46.8364	
0 1:4517.8757	2:4915.7185	3:-70.0277	4:-76.1943	
0 1:-0.0018495	2:-4.5332	3:-0.0014954	4:-3.6655	
0 1:1149.2393	2:5485.6714	3:-25.7209	4:-122.7736	
0 1:-25.524	2:-67.7157	3:-25.4721	4:-67.578	
0 1:-37.1598	2:-26.7474	3:-36.0473	4:-25.9466	
0 1:-1.3192	2:-5.1278	3:-1.1838	4:-4.6015	
0 1:-4040.9204	2:-7341.979	3:-4039.5181	4:-7339.431	
0 1:-1.5642	2:-1.9338	3:-2995.9647	4:-3704.0175	
0 1:-40.8526	2:-66.1027	3:-42.3209	4:-68.4785	
0 1:-18.5812	2:-24.845	3:-23.6787	4:-31.6609	
0 1:-17.1113	2:-27.5749	3:-28.5372	4:-45.9876	
0 1:-21.6757	2:-92.8879	3:-22.622	4:-96.9428	
0 1:-88.3787	2:-95.5611	3:-87.4921	4:-94.6026	
0 1:-5.3298	2:-40.8746	3:-3.9279	4:-30.1236	
0 1:-4766.849	2:-14316.8301	3:-4768.7179	4:-14322.4432	
0 1:-10.4217	2:-22.3973	3:-7.9129	4:-17.0057	
0 1:-15.829	2:-40.7371	3:-22.8751	4:-58.8706	
1 1:-2.3356	2:-3.6822	3:-1.7063	4:-2.69	
1 1:-36.335	2:-26.2235	3:-36.3834	4:-26.2584	
1 1:-27.7349	2:-40.9894	3:-30.1115	4:-44.5017	
1 1:-20501.6112	2:-11613.7936	3:-20499.4267	4:-11612.5561	
1 1:-0.039376	2:-23.1449	3:-0.038301	4:-22.5127	
1 1:-24.5914	2:-15.0913	3:-28.1461	4:-17.2728	
1 1:776.6545	2:1063.546	3:-0.10345	4:-0.14166	
1 1:-49.3381	2:-121.6044	3:-48.5234	4:-119.5964	
1 1:-19.3881	2:-6.3275	3:-20.277	4:-6.6175	
1 1:-43.2811	2:-164.2093	3:-45.0126	4:-170.7785	
1 1:201.3636	2:665.9876	3:-3.9958	4:-13.2156	
1 1:-46.8149	2:-119.9089	3:-45.6212	4:-116.8513	
1 1:-122.1436	2:-220.5843	3:1414.6669	4:2554.8076	
1 1:-0.0014864	2:-2.5043	3:0.99741	4:1680.4559	
1 1:-28.8925	2:-45.4965	3:-29.3972	4:-46.2911	
1 1:-6073.9691	2:-2170.1753	3:-6079.7033	4:-2172.2241	
1 1:-2.0367	2:-2.0953	3:-3037.9789	4:-3125.3783	
1 1:-2.0332	2:-1.8835	3:-3.2803	4:-3.0388	
1 1:1116.1066	2:1763.7459	3:-4.5188	4:-7.1409	
1 1:5197.2185	2:4446.2316	3:-29.8629	4:-25.5478	
1 1:-184.0768	2:-197.7066	3:-185.3862	4:-199.1128	
1 1:-70.6688	2:-34.2272	3:1982.0453	4:959.9703	
1 1:-146.8357	2:-238.2571	3:-147.1969	4:-238.8433	
1 1:-49.4036	2:-64.2377	3:-48.3421	4:-62.8574	
1 1:-23.5548	2:-28.3331	3:715.5154	4:860.6638	
1 1:-44.7712	2:-56.3661	3:-49.5496	4:-62.382	
1 1:495.8854	2:739.4385	3:-28.9671	4:-43.1943	
1 1:-6.205	2:-7.3763	3:-6.106	4:-7.2586	
1 1:-36.1109	2:-41.4364	3:-35.2567	4:-40.4563	
1 1:-0.039642	2:-23.0579	3:-0.039657	4:-23.0668	
1 1:1069.296	2:888.3766	3:0.39102	4:0.32486	
1 1:-19.7407	2:-11.8746	3:-19.0693	4:-11.4708	
1 1:0.47066	2:0.67743	3:0.27475	4:0.39546	
1 1:-5938.3271	2:-5430.3172	3:-5937.2356	4:-5429.3192	
1 1:-2.6269	2:-4.098	3:556.3879	4:867.9489	
1 1:-1.1671	2:-0.94837	3:-1.5798	4:-1.2837	
1 1:1247.917	2:796.1194	3:-23.553	4:-15.0258	
1 1:-3.2004	2:-1.1036	3:-2748.2934	4:-947.7196	
1 1:-0.90471	2:-1.4964	3:-1192.6047	4:-1972.5955	
1 1:-0.16921	2:-0.16919	3:-0.16413	4:-0.16412	
1 1:-44.537	2:-39.967	3:-46.0035	4:-41.283	
1 1:-30.0615	2:-79.6725	3:-30.1759	4:-79.9758	
1 1:1126.7218	2:1053.5761	3:-31.0432	4:-29.0279	
1 1:-0.13425	2:-0.11591	3:-0.24294	4:-0.20975	
1 1:-14.3173	2:-35.0192	3:-13.79	4:-33.7296	
1 1:-26.4463	2:-26.3897	3:-25.3958	4:-25.3415	
1 1:-86.9956	2:-151.904	3:-86.8154	4:-151.5893	
1 1:-1441.7691	2:-1742.5375	3:-1441.9692	4:-1742.7793	
1 1:-970.7734	2:-1699.8887	3:-971.8442	4:-1701.7638	
1 1:1105.0846	2:803.5737	3:-32.6839	4:-23.7664	
1 1:-131.6216	2:-74.23	3:-130.5339	4:-73.6166	
1 1:-21.4578	2:-76.5836	3:-22.1378	4:-79.0106	
1 1:-1205.6337	2:-768.1361	3:-1205.3207	4:-767.9367	
1 1:-9.4605	2:-6.733	3:-10.2305	4:-7.281	
1 1:-35.031	2:-33.8011	3:-34.5274	4:-33.3152	
1 1:-3060.8392	2:-538.781	3:-3063.2614	4:-539.2073	
1 1:0.58973	2:0.15301	3:6.3414	4:1.6453	
1 1:6.4237	2:5.2421	3:0.18494	4:0.15092	
1 1:663.6939	2:0.90193	3:-70.5164	4:-0.095828	
1 1:-13.2145	2:-36.2894	3:-15.4402	4:-42.4016	
1 1:-6.3816	2:-5.0317	3:-6.7913	4:-5.3547	
1 1:634.5766	2:1224.5325	3:-45.1408	4:-87.1075	
1 1:0.42461	2:0.89309	3:0.36186	4:0.76111	
1 1:0.43929	2:0.31996	3:0.42748	4:0.31136	
1 1:-34.2672	2:-7.3165	3:-41.7967	4:-8.9241	
1 1:-145.293	2:-19.5478	3:-146.984	4:-19.7753	
1 1:-0.36411	2:-0.0002234	3:-0.31634	4:-0.00019409	
1 1:-3.6735	2:-1.8128	3:-3.503	4:-1.7286	
1 1:7.4882	2:1.3147	3:1.2699	4:0.22295	
1 1:-1.8472	2:-1.1569	3:-1293.1689	4:-809.9032	
1 1:-18.6221	2:-4.695	3:-10.9556	4:-2.7621	
1 1:0.20594	2:0.039976	3:-0.83437	4:-0.16197	
1 1:0.11471	2:0.080389	3:0.56295	4:0.3945	
1 1:1093.4695	2:1155.9775	3:-12.351	4:-13.0571	
1 1:-75.5991	2:-0.017371	3:-70.3105	4:-0.016156	
1 1:-8.884	2:-3.2105	3:-9.5903	4:-3.4657	
1 1:0.94551	2:1137.6146	3:-0.052234	4:-62.8458	
1 1:-28.6908	2:-0.035578	3:-28.3474	4:-0.035153	
1 1:5.7329	2:0.93731	3:5.7325	4:0.93724	
1 1:-19.4481	2:-11.4949	3:-18.9589	4:-11.2058	
1 1:-40.5772	2:-48.0449	3:-40.4707	4:-47.9188	
1 1:-3.0584	2:-3.0914	3:-2.1238	4:-2.1467	
1 1:-1669.8278	2:-958.4898	3:-1670.6939	4:-958.9869	
1 1:-0.64827	2:-0.60987	3:0.68939	4:0.64856	
1 1:0.59898	2:0.00031529	3:1.3809	4:0.0007269	
1 1:-5.6932	2:-0.0070586	3:799.4929	4:0.99124	
1 1:-79.5732	2:-81.4355	3:-79.6837	4:-81.5486	
1 1:-375.641	2:-20.4655	3:-375.575	4:-20.4619	
1 1:-1.1946	2:-0.0018768	3:-1.6603	4:-0.0026085	
1 1:-86.5538	2:-0.068627	3:1174.4071	4:0.93117	
1 1:-96.1948	2:-100.9562	3:-95.1969	4:-99.9089	
1 1:-24.2473	2:-25.9672	3:560.5668	4:600.3287	
1 1:-16283.2284	2:-13276.8954	3:-16285.0437	4:-13278.3756	
1 1:-27.2056	2:-31.5875	3:-25.7969	4:-29.952	
1 1:-33.3159	2:-33.3728	3:-33.0066	4:-33.063	
1 1:-42.4531	2:-24.0098	3:-49.3813	4:-27.9281	
1 1:-11.6153	2:-15.482	3:-12.9149	4:-17.2143	
1 1:-2.7254	2:-2.3464	3:-1.5092	4:-1.2993	
1 1:-7.3665	2:-2.8079	3:-6.5153	4:-2.4835	
1 1:-26.3713	2:-31.2483	3:-27.2082	4:-32.24	
1 1:-29.7301	2:-40.8312	3:-29.3047	4:-40.247	
1 1:-0.069842	2:-46.5176	3:0.92205	4:614.1225	
1 1:-5.6826	2:-7.7494	3:666.6296	4:909.0936	
1 1:-83.3026	2:-113.6433	3:-82.4631	4:-112.4981	
1 1:-45.5954	2:-44.5379	3:1162.6559	4:1135.6917	
1 1:-55.3275	2:-62.0456	3:-56.6793	4:-63.5615	
1 1:-5.4813	2:-9.5093	3:-5.7678	4:-10.0064	
1 1:-19.8225	2:-33.7937	3:-19.8136	4:-33.7786	
1 1:-0.0518	2:-40.5032	3:0.93916	4:734.3473	
1 1:0.97662	2:1063.2206	3:0.97638	4:1062.9597	
1 1:581.5701	2:565.7054	3:-28.5516	4:-27.7727	
1 1:502.8047	2:515.0794	3:-26.6781	4:-27.3294	
1 1:-0.08462	2:-91.0254	3:-0.083791	4:-90.1332	
1 1:-57.6454	2:-67.4359	3:-57.8567	4:-67.683	
1 1:861.6006	2:0.98977	3:-8.4856	4:-0.0097479	
1 1:-74.6989	2:-30.3177	3:484.157	4:196.5025	
1 1:-19273.3782	2:-19251.2503	3:-19275.292	4:-19253.1619	
1 1:-27.6036	2:-37.7356	3:-28.1322	4:-38.4582	
1 1:-16.3294	2:-47.7419	3:-16.1123	4:-47.1072	
1 1:-73.2442	2:-0.089437	3:-72.9789	4:-0.089113	
1 1:-348.8771	2:-380.2213	3:-348.4817	4:-379.7904	
1 1:1096.6806	2:3550.9976	3:-25.592	4:-82.8656	
1 1:-0.086498	2:-66.4719	3:-0.08674	4:-66.6579	
1 1:0.94966	2:788.2493	3:0.95104	4:789.3942	
1 1:-13.3968	2:-14.5964	3:-12.8879	4:-14.042	
1 1:-34.8877	2:-69.9622	3:-31.0626	4:-62.2915	
1 1:580.8542	2:0.94895	3:580.5964	4:0.94853	
1 1:-88.3463	2:-51.063	3:-92.0804	4:-53.2213	
1 1:-32.7062	2:-17.6381	3:1201.9276	4:648.1839	
1 1:1360.0534	2:2157.0274	3:1361.2166	4:2158.8722	
1 1:-40.4078	2:-79.0556	3:-39.8173	4:-77.9002	
1 1:-0.022181	2:-0.022194	3:-0.023098	4:-0.023111	
1 1:-4.3092	2:-0.03401	3:-4.3267	4:-0.034148	
1 1:-134.2459	2:-0.056208	3:-135.139	4:-0.056582	
1 1:-0.040912	2:-83.0096	3:-0.044179	4:-89.6386	
1 1:-0.080127	2:-42.395	3:0.91811	4:485.7702	
1 1:0.9648	2:891.77	3:-0.034167	4:-31.5804	
1 1:-33.619	2:-98.1931	3:-33.4995	4:-97.844	
1 1:-23.3403	2:-11.4886	3:-22.4401	4:-11.0455	
1 1:-43.5269	2:-39.7127	3:573.0642	4:522.8475	
1 1:-0.040274	2:-23.8138	3:0.95705	4:565.8977	
1 1:243.0151	2:986.3068	3:-12.7514	4:-51.753	
1 1:977.6616	2:1123.5276	3:-32.6517	4:-37.5233	
1 1:-14.2442	2:-9.4469	3:-16.9709	4:-11.2553	
1 1:0.95107	2:526.8191	3:-0.03628	4:-20.0964	
1 1:-53.422	2:-33.0455	3:-49.4323	4:-30.5776	
1 1:-11.6224	2:-17.9883	3:-13.0514	4:-20.2001	
1 1:-41.1478	2:-14.1391	3:-42.64	4:-14.6519	
1 1:-1.8909	2:-1.2496	3:0.31845	4:0.21045	
1 1:0.60998	2:0.27148	3:4.4218	4:1.968	
1 1:-0.20964	2:-0.23622	3:0.07015	4:0.079047	
1 1:2189.0187	2:1914.0695	3:-10.0963	4:-8.8282	
1 1:-2125.0672	2:-3415.0233	3:-2123.9317	4:-3413.1985	
1 1:-0.20533	2:-1.1105	3:-0.29578	4:-1.5997	
1 1:4197.169	2:3381.0998	3:-0.47471	4:-0.38241	
1 1:-2.0246	2:-2.6452	3:-1.6174	4:-2.1132	
1 1:-96.0025	2:-243.6581	3:-93.9585	4:-238.4702	
1 1:1138.0188	2:3943.3798	3:-0.11315	4:-0.39208	
1 1:-16.0559	2:-4.6809	3:-17.1744	4:-5.0069	
1 1:-64.7802	2:-39.6909	3:1341.9385	4:822.2067	
1 1:-19.7973	2:-23.6556	3:-20.5309	4:-24.5321	
1 1:-29.2446	2:-29.9809	3:-28.7136	4:-29.4366	
1 1:-75.047	2:-121.5264	3:-75.625	4:-122.4624	
1 1:0.45354	2:0.72498	3:1.2246	4:1.9576	
1 1:2258.9534	2:1703.9133	3:0.16853	4:0.12712	
1 1:-5.619	2:-7.8927	3:-4.4527	4:-6.2544	
1 1:-1.3259	2:-2.2934	3:-1.3846	4:-2.3949	
1 1:-0.5022	2:-0.60811	3:-1.5626	4:-1.8921	
1 1:-2385.8178	2:-896.9336	3:-2385.8929	4:-896.9618	
1 1:-3571.0853	2:-1790.8897	3:-3571.1079	4:-1790.9011	
1 1:-1.3639	2:-2.4217	3:-0.012922	4:-0.022945	
1 1:4025.5663	2:1752.6304	3:-29.7693	4:-12.9608	
1 1:-2593.2401	2:-1606.465	3:-2590.077	4:-1604.5055	
1 1:-1562.5792	2:-3005.629	3:-1557.4656	4:-2995.7931	
1 1:-54.9106	2:-110.8153	3:-56.9151	4:-114.8606	
1 1:-100.6396	2:-63.0731	3:-104.1765	4:-65.2898	
1 1:-10.3656	2:-11.1998	3:-11.5112	4:-12.4376	
1 1:1669.3353	2:2099.1855	3:-1.4185	4:-1.7838	
1 1:-0.9952	2:-1.9561	3:-1.6334	4:-3.2104	
1 1:-1.5631	2:-1.7907	3:-0.52375	4:-0.6	
1 1:1790.49	2:2051.9381	3:-5.4721	4:-6.2711	
1 1:1582.2984	2:1765.5827	3:-10.7422	4:-11.9865	
1 1:881.9371	2:2500.2322	3:-3.3875	4:-9.6033	
1 1:-1912.8988	2:-2406.0273	3:-1914.6079	4:-2408.1769	
1 1:0.81842	2:1.4516	3:1498.5786	4:2657.9551	
1 1:-0.018132	2:-48.8143	3:0.98018	4:2638.7576	
1 1:-0.17047	2:-0.47029	3:-0.14272	4:-0.39372	
1 1:-38.3834	2:-86.154	3:-38.6688	4:-86.7944	
1 1:-2.1937	2:-1.3786	3:-2.0437	4:-1.2843	
1 1:-1.1206	2:-1.3581	3:-0.32157	4:-0.38972	
1 1:2.2402	2:0.61579	3:-2.4879	4:-0.68388	
1 1:-26.4552	2:-45.8621	3:-26.4177	4:-45.7971	
1 1:-86.7146	2:-105.4613	3:-84.6443	4:-102.9434	
1 1:0.4153	2:0.45911	3:-0.0093168	4:-0.0103	
1 1:-37.1436	2:-59.6992	3:-38.2183	4:-61.4265	
1 1:-0.17197	2:-221.2921	3:0.82374	4:1060.0155	
1 1:-1.4802	2:-5.2557	3:-2.9993	4:-10.6495	
1 1:-124.7002	2:-63.4763	3:-125.0483	4:-63.6534	
1 1:-16.8107	2:-11.5083	3:1634.7404	4:1119.1107	
1 1:-9.515	2:-17.7528	3:-9.6166	4:-17.9423	
1 1:-1033.8044	2:-1165.5694	3:-1032.9892	4:-1164.6503	
1 1:0.19235	2:0.1412	3:0.22099	4:0.16224	
1 1:-2.0717	2:-1.3052	3:1.2317	4:0.77596	
1 1:0.037203	2:0.072015	3:-0.36873	4:-0.71376	
1 1:-64.8427	2:-108.9442	3:-66.2593	4:-111.3243	
1 1:-2.9175	2:-4.2924	3:-0.26608	4:-0.39148	
1 1:-51.5636	2:-114.6085	3:-53.3917	4:-118.6717	
1 1:-17.1807	2:-19.1846	3:-17.391	4:-19.4195	
1 1:-7555.8193	2:-3385.0925	3:-7553.2262	4:-3383.9307	
1 1:-10.6992	2:-4.4135	3:-8.559	4:-3.5307	
1 1:699.1064	2:608.7818	3:-0.84156	4:-0.73283	
1 1:0.2784	2:0.69534	3:-0.094504	4:-0.23603	
1 1:-0.78602	2:-1.2545	3:-1.4151	4:-2.2585	
1 1:-48.1749	2:-44.0233	3:-57.6955	4:-52.7235	
1 1:-649.1045	2:-2815.6616	3:-0.74298	4:-3.2229	
1 1:-21.9798	2:-23.1146	3:2636.9784	4:2773.1231	
1 1:-11.5089	2:-9.3832	3:-11.1342	4:-9.0777	
1 1:-21.6717	2:-21.0217	3:-24.0647	4:-23.3429	
1 1:-5143.0534	2:-1223.9641	3:-5141.4672	4:-1223.5866	
1 1:-0.46117	2:-0.26725	3:0.16387	4:0.09496	
1 1:-1.1976	2:-1.1304	3:-0.82845	4:-0.78193	
1 1:-1.8928	2:-2.2486	3:-1.8681	4:-2.2192	
1 1:-1.7822	2:-2.7969	3:-1.3335	4:-2.0926	
1 1:-2.45	2:-0.85401	3:-1.5564	4:-0.54253	
1 1:-46.001	2:-122.8573	3:-45.919	4:-122.6383	
1 1:-1501.6268	2:-348.0461	3:-1502.517	4:-348.2525	
1 1:-32.4997	2:-54.8773	3:-33.9669	4:-57.3548	
1 1:-814.0245	2:-732.875	3:-814.4865	4:-733.2911	
1 1:0.22575	2:0.15471	3:0.014245	4:0.0097622	
1 1:-0.20026	2:-0.049834	3:0.10158	4:0.025278	
1 1:-0.46886	2:-1.0741	3:-0.57092	4:-1.3079	
1 1:-98.8925	2:-49.2369	3:-107.1129	4:-53.3297	
1 1:-0.14251	2:-4.8591e-05	3:0.20063	4:6.8409e-05	
1 1:-0.018009	2:-0.037858	3:0.24157	4:0.50784	
1 1:2.7777	2:2.4881	3:0.36459	4:0.32658	
1 1:-43.1023	2:-68.0396	3:-43.0749	4:-67.9963	
1 1:-45.3781	2:-36.1206	3:-45.1572	4:-35.9447	
1 1:-0.84991	2:-0.0034736	3:-3.9616	4:-0.016191	
1 1:-71.9567	2:-134.3256	3:-71.7019	4:-133.8499	
1 1:-1.3289	2:-0.35404	3:-1.7544	4:-0.4674	
1 1:0.21297	2:0.10468	3:-0.63627	4:-0.31273	
1 1:0.60107	2:0.12528	3:-1.5373	4:-0.32043	
1 1:-1.1856	2:-0.00041808	3:-1.1724	4:-0.00041342	
1 1:0.53908	2:0.7512	3:0.15538	4:0.21653	
1 1:2.2375	2:1.3804	3:-0.46331	4:-0.28584	
1 1:2.7303	2:1.1274	3:4.2766	4:1.766	
1 1:-5.5594	2:-1.0128	3:-4.2433	4:-0.77302	
1 1:0.038391	2:0.0068905	3:-0.92992	4:-0.1669	
1 1:-1313.8008	2:-524.7951	3:-1313.9819	4:-524.8675	
1 1:2.7811	2:0.78372	3:3.4984	4:0.98584	
1 1:0.14795	2:0.25204	3:0.94542	4:1.6106	
1 1:0.2755	2:0.00053159	3:0.491	4:0.00094742	
1 1:-0.69907	2:-1.0438	3:0.63729	4:0.95158	
1 1:-1678.3166	2:-2140.1756	3:-1676.7096	4:-2138.1263	
1 1:-8617.5832	2:-5657.833	3:-8617.816	4:-5657.9858	
1 1:-11.459	2:-9.0981	3:-10.9386	4:-8.6849	
1 1:-3.6525	2:-0.99584	3:-2.025	4:-0.55212	
1 1:0.32302	2:0.21814	3:-0.087534	4:-0.059113	
1 1:0.35522	2:0.55828	3:0.66255	4:1.0413	
1 1:-904.8027	2:-1447.935	3:-905.2438	4:-1448.6409	
1 1:-34.1813	2:-59.5341	3:-33.8799	4:-59.0092	
1 1:-1559.7705	2:-853.4653	3:-1559.6686	4:-853.4096	
1 1:-0.55976	2:-1.1065	3:-0.18576	4:-0.3672	
1 1:-116.5926	2:-24.113	3:-115.5504	4:-23.8975	
1 1:1855.5898	2:1825.8177	3:1.336	4:1.3146	
1 1:877.7103	2:870.29	3:-9.9725	4:-9.8882	
1 1:-11.746	2:-4.9471	3:-11.5569	4:-4.8674	
1 1:-3.4401	2:-5.6804	3:-5.101	4:-8.4231	
1 1:-17.9604	2:-0.013809	3:-18.8836	4:-0.014519	
1 1:-0.27704	2:-0.19961	3:-1.5062	4:-1.0852	
1 1:5309.3289	2:1089.3946	3:-0.86095	4:-0.17665	
1 1:-5.9587	2:-3.7154	3:-5.658	4:-3.5278	
1 1:0.29295	2:0.95948	3:0.92729	4:3.0371	
1 1:0.811	2:0.36032	3:0.38371	4:0.17048	
1 1:0.67046	2:0.21916	3:0.16338	4:0.053405	
1 1:0.37706	2:0.3187	3:-0.39763	4:-0.33609	
1 1:1.5676	2:2.8112	3:0.19691	4:0.35313	
1 1:1407.2901	2:2382.2296	3:0.67053	4:1.1351	
1 1:1.0681	2:1.1889	3:0.018657	4:0.020766	
1 1:0.14506	2:0.10705	3:-1.3458	4:-0.99312	
1 1:0.44337	2:0.27415	3:-0.81722	4:-0.50531	
1 1:-1.0534	2:-0.51281	3:-1.0282	4:-0.50053	
1 1:0.44242	2:1.1982	3:0.56603	4:1.5329	
1 1:-0.6318	2:-2.3846	3:-0.63856	4:-2.4101	
1 1:-0.73871	2:-0.58082	3:0.88443	4:0.6954	
1 1:-1092.29	2:-1455.0572	3:-1092.2935	4:-1455.0618	
1 1:-1.7219	2:-2.2625	3:-0.84124	4:-1.1053	
1 1:964.6482	2:1875.8494	3:-3.6814	4:-7.1588	
1 1:-17.3145	2:-8.5565	3:-17.9589	4:-8.8749	
1 1:0.19729	2:0.091997	3:0.35346	4:0.16482	
1 1:2323.9724	2:1193.9872	3:-1.5134	4:-0.77754	
1 1:0.92004	2:0.92025	3:0.26284	4:0.2629	
1 1:0.012564	2:1.4682e-05	3:-0.20588	4:-0.00024059	
1 1:720.9214	2:1943.0659	3:-0.072594	4:-0.19566	
1 1:0.15518	2:0.037098	3:2.1614	4:0.51671	
1 1:-0.054763	2:-0.016187	3:-1.0839	4:-0.32039	
1 1:-0.037588	2:-0.041681	3:1.9751	4:2.1902	
1 1:-777.6413	2:-1530.5617	3:-777.5328	4:-1530.3482	
1 1:0.59087	2:0.61318	3:-0.33599	4:-0.34867	
1 1:0.053414	2:0.036227	3:-2.176	4:-1.4758	
1 1:-0.85509	2:-2.6114	3:-0.20798	4:-0.63518	
1 1:-1980.2187	2:-2028.4173	3:-1980.6135	4:-2028.8217	
1 1:-0.84999	2:-3.3097	3:803.4554	4:3128.5202	
1 1:0.36271	2:0.55677	3:-937.7497	4:-1439.453	
1 1:-3.9345	2:-6.4177	3:-4.0791	4:-6.6537	
1 1:-1.7372	2:-2.9904	3:1025.8365	4:1765.8571	
1 1:-0.010864	2:-0.009054	3:-0.37052	4:-0.30877	
1 1:-76.2949	2:-177.6618	3:-80.688	4:-187.8918	
1 1:-87.8137	2:-28.9972	3:-90.8187	4:-29.9895	
1 1:-111.5991	2:-113.4087	3:-112.6034	4:-114.4293	
1 1:-621.0709	2:-2527.6555	3:-620.5692	4:-2525.6139	
1 1:-28.8106	2:-49.2619	3:-29.2892	4:-50.0803	
1 1:1414.0351	2:2865.378	3:-8.7651	4:-17.7615	
1 1:-2778.3238	2:-6158.225	3:-2787.4771	4:-6178.5135	
1 1:0.65201	2:0.43639	3:0.41774	4:0.27959	
1 1:3516.408	2:912.4553	3:3513.4596	4:911.6903	
1 1:-0.46547	2:-0.28401	3:-0.40788	4:-0.24887	
1 1:-0.60759	2:-0.89645	3:-0.8276	4:-1.2211	
1 1:-93.3703	2:-25.1426	3:-94.6237	4:-25.4801	
1 1:0.6454	2:0.5889	3:-0.22503	4:-0.20533	
1 1:0.099226	2:0.1118	3:-0.38323	4:-0.43178	
1 1:-2147.8849	2:-955.3374	3:-2149.1341	4:-955.893	
1 1:0.4928	2:0.99908	3:-0.10608	4:-0.21505	
1 1:-41.69	2:-4.6642	3:-32.2947	4:-3.6131	
1 1:-0.46562	2:-1.1421	3:-0.10118	4:-0.2482	
1 1:-34.9978	2:-27.0681	3:-36.1436	4:-27.9543	
